customer_id_encoded,product_title_encoded,product_type_encoded
507,"[114, 129, 43]","[6, 6, 2]"
508,"[72, 129]","[2, 6]"
509,"[129, 37]","[6, 6]"
510,"[19, 66, 129]","[6, 6, 6]"
511,"[129, 128]","[6, 7]"
512,"[129, 128]","[6, 7]"
513,"[86, 129]","[2, 6]"
514,"[129, 4]","[6, 6]"
515,"[114, 129, 59, 129, 129, 114, 128, 129, 128, 129, 129, 114]","[6, 6, 6, 6, 6, 4, 4, 6, 4, 6, 6, 4]"
516,"[129, 108]","[6, 6]"
517,"[139, 19, 129, 133, 114, 129, 86]","[4, 6, 6, 6, 6, 6, 2]"
518,"[129, 45, 128, 19]","[6, 6, 7, 6]"
519,"[59, 114, 129, 4, 138, 129, 114, 129, 57, 103, 129, 28]","[6, 6, 6, 4, 2, 6, 4, 6, 2, 2, 6, 4]"
520,"[88, 129]","[6, 6]"
521,"[129, 19]","[6, 6]"
522,"[129, 81]","[6, 4]"
523,"[129, 66]","[6, 6]"
524,"[19, 129]","[6, 6]"
525,"[129, 128, 129, 86, 129, 126, 114, 129]","[6, 7, 6, 2, 6, 2, 6, 6]"
526,"[129, 86, 103, 129]","[6, 2, 2, 6]"
527,"[129, 128, 129, 131]","[6, 7, 6, 2]"
528,"[129, 126]","[6, 2]"
529,"[129, 128]","[6, 7]"
530,"[129, 128, 135]","[6, 7, 6]"
531,"[133, 129, 129, 114]","[6, 6, 6, 6]"
532,"[133, 129]","[6, 6]"
533,"[19, 129]","[6, 6]"
534,"[129, 128]","[6, 7]"
535,"[127, 73, 129]","[7, 6, 6]"
536,"[80, 129]","[4, 6]"
537,"[129, 4, 127, 139, 129, 108, 127]","[6, 6, 7, 4, 6, 4, 4]"
538,"[108, 129, 39, 129, 19, 22]","[6, 6, 4, 6, 4, 2]"
539,"[76, 129, 104]","[2, 6, 6]"
540,"[45, 129]","[6, 6]"
541,"[45, 129]","[6, 6]"
542,"[129, 111]","[6, 2]"
543,"[100, 129, 129, 66]","[6, 6, 6, 4]"
544,"[133, 129]","[6, 6]"
545,"[128, 129]","[7, 6]"
546,"[133, 129]","[6, 6]"
547,"[17, 129, 129, 133]","[6, 6, 6, 6]"
548,"[129, 139, 104, 129]","[6, 4, 4, 6]"
549,"[66, 129]","[6, 6]"
550,"[104, 129]","[6, 6]"
551,"[33, 129]","[2, 6]"
552,"[129, 133, 129, 4, 133, 129]","[6, 6, 6, 6, 4, 6]"
553,"[66, 129, 129, 126]","[6, 6, 6, 2]"
554,"[129, 69, 37, 128]","[6, 2, 6, 7]"
555,"[129, 133]","[6, 6]"
556,"[129, 135, 88, 129, 128, 88, 66, 89, 129]","[6, 6, 6, 6, 7, 6, 6, 2, 6]"
557,"[108, 129]","[6, 6]"
558,"[129, 135]","[6, 6]"
559,"[129, 114, 114, 129]","[6, 6, 4, 6]"
560,"[129, 128, 39, 129]","[6, 7, 6, 6]"
561,"[129, 128]","[6, 7]"
562,"[129, 127]","[6, 7]"
563,"[129, 19, 127, 129, 126]","[6, 6, 7, 6, 2]"
564,"[129, 4, 135, 23, 133, 108, 141, 129]","[6, 6, 6, 6, 6, 6, 4, 6]"
565,"[129, 114, 66, 129]","[6, 6, 4, 6]"
566,"[129, 126]","[6, 2]"
567,"[133, 129]","[6, 6]"
568,"[129, 133, 139, 129]","[6, 6, 4, 6]"
569,"[129, 66, 66, 129]","[6, 6, 6, 6]"
570,"[19, 129]","[6, 6]"
571,"[129, 86]","[6, 2]"
572,"[129, 139, 108, 108, 129, 129, 100]","[6, 4, 6, 6, 6, 6, 6]"
573,"[104, 66, 128, 114, 129]","[6, 6, 7, 6, 6]"
574,"[129, 128]","[6, 7]"
575,"[19, 129]","[6, 6]"
576,"[74, 129]","[5, 6]"
577,"[33, 129]","[2, 6]"
578,"[129, 45]","[6, 6]"
579,"[129, 81]","[6, 4]"
580,"[133, 129]","[6, 6]"
581,"[80, 129]","[4, 6]"
582,"[104, 129]","[6, 6]"
583,"[101, 129, 69, 129, 135, 129]","[6, 6, 2, 6, 4, 6]"
584,"[129, 28]","[6, 6]"
585,"[128, 129]","[7, 6]"
586,"[129, 135]","[6, 6]"
587,"[129, 100]","[6, 6]"
588,"[129, 31]","[6, 2]"
589,"[129, 108]","[6, 6]"
590,"[127, 129, 128, 129]","[7, 6, 7, 6]"
591,"[17, 135, 101, 104, 133, 129, 127]","[6, 6, 6, 6, 6, 6, 7]"
592,"[22, 129]","[6, 6]"
593,"[28, 73, 129]","[6, 6, 6]"
594,"[129, 23, 128]","[6, 6, 7]"
595,"[129, 128]","[6, 7]"
596,"[19, 129]","[6, 6]"
597,"[128, 129]","[7, 6]"
598,"[129, 45]","[6, 6]"
599,"[128, 129]","[7, 6]"
600,"[101, 129]","[6, 6]"
601,"[129, 89, 127, 129, 128, 129, 23, 17, 135, 89, 129]","[6, 2, 4, 6, 4, 6, 4, 4, 6, 2, 6]"
602,"[129, 128]","[6, 7]"
603,"[129, 133, 128, 127, 129]","[6, 6, 7, 7, 6]"
604,"[128, 129]","[7, 6]"
605,"[129, 69]","[6, 2]"
606,"[129, 114]","[6, 6]"
607,"[129, 133]","[6, 6]"
608,"[114, 129]","[6, 6]"
609,"[133, 129]","[6, 6]"
610,"[129, 127, 129, 100, 108]","[6, 7, 6, 4, 4]"
611,"[129, 101]","[6, 6]"
612,"[129, 73]","[6, 6]"
613,"[104, 129]","[6, 6]"
614,"[128, 129]","[7, 6]"
615,"[28, 129]","[6, 6]"
616,"[133, 129]","[6, 6]"
617,"[129, 28, 114]","[6, 6, 6]"
618,"[19, 129]","[6, 6]"
619,"[97, 129]","[2, 6]"
620,"[19, 129, 80, 129]","[6, 6, 4, 6]"
621,"[129, 133, 129, 36, 134]","[6, 6, 6, 4, 4]"
622,"[129, 28]","[6, 6]"
623,"[129, 37, 73, 129]","[6, 6, 6, 6]"
624,"[133, 129]","[6, 6]"
625,"[129, 37, 135, 28]","[6, 6, 6, 6]"
626,"[51, 129, 37, 129, 126]","[6, 6, 4, 6, 2]"
627,"[100, 80, 129, 19, 86, 129]","[6, 4, 6, 6, 2, 6]"
628,"[129, 59]","[6, 6]"
629,"[129, 100]","[6, 6]"
630,"[66, 128, 129]","[6, 7, 6]"
631,"[100, 129]","[6, 6]"
632,"[129, 73]","[6, 6]"
633,"[37, 129, 128, 54, 129]","[6, 6, 4, 6, 6]"
634,"[129, 133]","[6, 6]"
635,"[129, 43]","[6, 2]"
636,"[129, 19]","[6, 6]"
637,"[101, 133, 129]","[6, 6, 6]"
638,"[128, 129]","[7, 6]"
639,"[129, 55]","[6, 2]"
640,"[133, 128, 127, 19, 129]","[6, 7, 7, 6, 6]"
641,"[128, 129, 129, 104, 129, 53]","[7, 6, 6, 6, 6, 2]"
642,"[131, 129]","[2, 6]"
643,"[48, 129]","[6, 6]"
644,"[129, 127]","[6, 7]"
645,"[129, 80]","[6, 4]"
646,"[129, 127]","[6, 7]"
647,"[129, 16, 129, 43, 138, 129, 123, 129, 129, 86]","[6, 2, 6, 2, 2, 6, 2, 6, 6, 2]"
648,"[139, 129]","[4, 6]"
649,"[129, 39]","[6, 6]"
650,"[126, 129]","[2, 6]"
651,"[114, 129, 50, 129]","[6, 6, 4, 6]"
652,"[28, 129]","[6, 6]"
653,"[129, 80]","[6, 4]"
654,"[129, 121]","[6, 0]"
655,"[104, 129, 53, 129, 139, 129, 88, 43, 13, 129]","[6, 6, 2, 6, 4, 6, 4, 2, 2, 6]"
656,"[129, 133, 114, 129]","[6, 4, 4, 6]"
657,"[129, 127, 80, 129]","[6, 7, 4, 6]"
658,"[3, 129]","[6, 6]"
659,"[129, 135]","[6, 6]"
660,"[129, 114]","[6, 6]"
661,"[128, 129]","[7, 6]"
662,"[129, 126, 129, 126]","[6, 2, 6, 2]"
663,"[129, 126]","[6, 2]"
664,"[133, 129, 19, 66, 55, 129, 110, 76, 129, 114]","[6, 6, 6, 6, 2, 6, 2, 2, 6, 4]"
665,"[129, 104, 43, 129, 138]","[6, 6, 2, 6, 2]"
666,"[48, 129]","[6, 6]"
667,"[129, 114]","[6, 6]"
668,"[131, 129, 16, 129, 129, 97]","[2, 6, 2, 6, 6, 2]"
669,"[129, 114, 39]","[6, 6, 6]"
670,"[100, 129, 69, 129, 43]","[6, 6, 2, 6, 2]"
671,"[133, 17, 128, 129]","[6, 6, 7, 6]"
672,"[129, 104]","[6, 6]"
673,"[129, 19]","[6, 6]"
674,"[129, 89]","[6, 2]"
675,"[129, 73, 22, 129]","[6, 6, 2, 6]"
676,"[129, 108, 139]","[6, 6, 4]"
677,"[129, 19]","[6, 6]"
678,"[9, 121, 129]","[0, 0, 6]"
679,"[129, 89]","[6, 2]"
680,"[129, 139]","[6, 4]"
681,"[129, 4, 128, 127, 129]","[6, 6, 7, 7, 6]"
682,"[126, 129]","[2, 6]"
683,"[126, 129, 129, 69, 67, 129, 129]","[2, 6, 6, 2, 2, 6, 6]"
684,"[19, 129, 19, 129]","[6, 6, 4, 6]"
685,"[129, 38]","[6, 2]"
686,"[129, 19]","[6, 6]"
687,"[129, 4, 66, 129, 108, 128]","[6, 6, 6, 6, 6, 7]"
688,"[127, 129]","[7, 6]"
689,"[128, 129, 135]","[7, 6, 6]"
690,"[128, 129, 129, 97, 114, 36, 129]","[7, 6, 6, 2, 4, 4, 6]"
691,"[129, 104, 86]","[6, 6, 2]"
692,"[114, 129]","[6, 6]"
693,"[19, 129, 104, 129]","[6, 6, 4, 6]"
694,"[128, 108, 129, 85]","[7, 6, 6, 6]"
695,"[129, 31, 19]","[6, 2, 6]"
696,"[129, 133, 43, 129]","[6, 6, 2, 6]"
697,"[129, 127]","[6, 7]"
698,"[73, 129]","[6, 6]"
699,"[118, 129]","[6, 6]"
700,"[66, 133, 129, 129, 126, 129, 4, 100]","[6, 6, 6, 6, 2, 6, 4, 4]"
701,"[129, 135]","[6, 6]"
702,"[127, 129]","[7, 6]"
703,"[129, 133, 129, 133, 133, 129, 133, 129]","[6, 6, 6, 6, 6, 6, 6, 6]"
704,"[108, 129]","[6, 6]"
705,"[101, 129, 101, 129]","[6, 6, 6, 6]"
706,"[128, 129]","[7, 6]"
707,"[37, 129]","[6, 6]"
708,"[114, 129, 138, 129]","[6, 6, 2, 6]"
709,"[129, 114]","[6, 6]"
710,"[80, 129, 129, 80, 80, 129]","[4, 6, 6, 4, 4, 6]"
711,"[129, 126]","[6, 2]"
712,"[129, 135, 129, 135]","[6, 6, 6, 6]"
713,"[128, 80, 135, 129, 141, 129, 54, 127, 60]","[7, 4, 6, 6, 4, 6, 6, 4, 4]"
714,"[129, 80]","[6, 4]"
715,"[6, 129]","[2, 6]"
716,"[129, 33]","[6, 2]"
717,"[129, 127]","[6, 7]"
718,"[129, 4]","[6, 6]"
719,"[133, 129, 133, 129, 129, 133, 129, 86, 129, 133, 133, 129, 133, 129]","[6, 6, 4, 6, 6, 4, 6, 2, 6, 4, 4, 6, 4, 6]"
720,"[86, 129]","[2, 6]"
721,"[131, 129, 129, 18]","[2, 6, 6, 4]"
722,"[133, 129]","[6, 6]"
723,"[66, 129]","[6, 6]"
724,"[129, 133, 126, 129, 129, 48]","[6, 6, 2, 6, 6, 6]"
725,"[30, 129]","[2, 6]"
726,"[66, 4, 129, 6, 129]","[6, 6, 6, 2, 6]"
727,"[19, 129]","[6, 6]"
728,"[133, 19, 104, 129]","[6, 6, 6, 6]"
729,"[129, 19]","[6, 6]"
730,"[128, 19, 129, 127, 129]","[7, 6, 6, 4, 6]"
731,"[48, 129, 128, 129]","[6, 6, 4, 6]"
732,"[13, 129, 129, 89, 18, 129, 127]","[2, 6, 6, 2, 4, 6, 4]"
733,"[76, 129, 86, 129]","[2, 6, 2, 6]"
734,"[43, 129, 97]","[2, 6, 2]"
735,"[67, 129, 131, 129]","[2, 6, 2, 6]"
736,"[129, 133]","[6, 6]"
737,"[129, 66]","[6, 6]"
738,"[66, 129]","[6, 6]"
739,"[129, 128, 114, 129, 23, 129, 4, 135, 129, 118, 133]","[6, 7, 4, 6, 4, 6, 4, 6, 6, 4, 4]"
740,"[129, 23, 127, 129, 129, 114]","[6, 6, 4, 6, 6, 4]"
741,"[131, 129]","[2, 6]"
742,"[129, 126]","[6, 2]"
743,"[40, 129]","[6, 6]"
744,"[129, 135]","[6, 6]"
745,"[129, 133]","[6, 6]"
746,"[114, 129, 127, 129]","[6, 6, 4, 6]"
747,"[133, 129, 114]","[6, 6, 6]"
748,"[13, 127, 129, 97]","[2, 7, 6, 2]"
749,"[86, 129, 129, 127, 104, 128, 119, 129]","[2, 6, 6, 7, 6, 7, 2, 6]"
750,"[53, 129, 97, 129, 133, 129, 54]","[2, 6, 2, 6, 4, 6, 6]"
751,"[129, 13]","[6, 2]"
752,"[129, 133]","[6, 6]"
753,"[129, 45, 138, 129, 104, 54, 129, 10, 129]","[6, 2, 2, 6, 4, 6, 6, 1, 6]"
754,"[129, 39]","[6, 6]"
755,"[59, 129]","[6, 6]"
756,"[128, 129, 23]","[7, 6, 6]"
757,"[4, 129]","[6, 6]"
758,"[104, 135, 129]","[6, 6, 6]"
759,"[114, 114, 129, 129, 23]","[6, 6, 6, 6, 4]"
760,"[129, 16]","[6, 2]"
761,"[129, 28, 133, 129, 4, 129, 128, 129, 133, 129]","[6, 6, 4, 6, 4, 6, 4, 6, 4, 6]"
762,"[129, 19]","[6, 6]"
763,"[129, 133, 37, 73, 114, 129, 48, 129, 129, 76, 129, 72]","[6, 6, 6, 6, 4, 6, 2, 6, 6, 2, 6, 2]"
764,"[33, 129]","[2, 6]"
765,"[129, 69]","[6, 2]"
766,"[19, 129]","[6, 6]"
767,"[129, 111, 61]","[6, 2, 2]"
768,"[129, 131]","[6, 2]"
769,"[129, 73]","[6, 6]"
770,"[19, 129]","[6, 6]"
771,"[128, 129]","[7, 6]"
772,"[19, 129]","[6, 6]"
773,"[126, 129]","[2, 6]"
774,"[129, 133, 16, 129]","[6, 6, 2, 6]"
775,"[129, 133, 129, 22, 129, 129, 128, 4]","[6, 6, 6, 6, 6, 6, 4, 4]"
776,"[129, 108, 129, 19, 129, 30]","[6, 6, 6, 4, 6, 2]"
777,"[19, 129]","[6, 6]"
778,"[28, 129, 28, 129]","[6, 6, 4, 6]"
779,"[48, 129]","[6, 6]"
780,"[129, 133, 114, 129]","[6, 4, 4, 6]"
781,"[128, 129, 17]","[4, 6, 4]"
782,"[129, 126]","[6, 2]"
783,"[126, 129]","[2, 6]"
784,"[129, 126]","[6, 2]"
785,"[48, 129]","[6, 6]"
786,"[129, 19]","[6, 4]"
787,"[13, 129]","[2, 6]"
788,"[114, 129]","[4, 6]"
789,"[126, 129]","[2, 6]"
790,"[129, 100, 135, 128, 66, 78, 129, 119]","[6, 4, 6, 4, 4, 2, 6, 2]"
791,"[129, 127]","[6, 4]"
792,"[19, 129]","[4, 6]"
793,"[129, 48]","[6, 6]"
794,"[129, 19, 60, 129, 129, 13]","[6, 4, 4, 6, 6, 2]"
795,"[73, 129]","[4, 6]"
796,"[43, 129]","[2, 6]"
797,"[129, 19, 129, 127, 19]","[6, 4, 6, 4, 4]"
798,"[129, 19]","[6, 4]"
799,"[114, 66, 139, 131, 129]","[4, 4, 4, 2, 6]"
800,"[126, 114, 128, 129, 138, 129, 129, 97, 129, 127, 124, 114, 23, 129, 53, 129, 16, 129, 56, 54]","[2, 4, 4, 6, 2, 6, 6, 2, 6, 4, 4, 4, 4, 6, 2, 6, 2, 6, 4, 6]"
801,"[129, 127, 129, 128, 104, 129, 129, 108, 133, 129, 50, 129, 138]","[6, 4, 6, 4, 4, 6, 6, 4, 4, 6, 4, 6, 2]"
802,"[129, 126]","[6, 2]"
803,"[128, 114, 127, 133, 129, 82, 126, 129, 129, 127, 141, 129, 23, 124, 126, 129]","[4, 4, 4, 4, 6, 2, 2, 6, 6, 4, 4, 6, 4, 4, 2, 6]"
804,"[13, 129, 19]","[2, 6, 4]"
805,"[129, 114, 133, 126]","[6, 4, 4, 2]"
806,"[129, 110]","[6, 2]"
807,"[129, 43, 104, 135, 126, 128]","[6, 2, 4, 6, 2, 4]"
808,"[44, 76, 133, 63, 129, 22]","[0, 2, 4, 0, 6, 6]"
809,"[129, 19, 55, 129, 129, 124]","[6, 4, 2, 6, 6, 4]"
810,"[133, 129, 129, 127]","[4, 6, 6, 4]"
811,"[128, 129]","[4, 6]"
812,"[73, 129]","[4, 6]"
813,"[129, 108]","[6, 4]"
814,"[43, 129, 22]","[2, 6, 6]"
815,"[139, 129, 19, 129, 88, 133]","[4, 6, 4, 6, 4, 4]"
816,"[129, 17]","[6, 4]"
817,"[129, 128, 73, 129, 16, 53, 129, 69, 129, 131, 134, 129, 129, 37, 129, 48]","[6, 4, 4, 6, 2, 2, 6, 2, 6, 2, 4, 6, 6, 4, 6, 2]"
818,"[23, 129, 131, 129]","[4, 6, 2, 6]"
819,"[79, 129, 127, 114, 129, 129, 127, 79, 129]","[4, 6, 4, 4, 6, 6, 4, 4, 6]"
820,"[19, 129, 30, 129]","[4, 6, 2, 6]"
821,"[135, 129, 66, 17, 128, 129, 39]","[6, 6, 4, 4, 4, 6, 4]"
822,"[39, 129, 23, 128, 17, 66, 4, 101, 114, 127]","[4, 6, 4, 4, 4, 4, 4, 4, 4, 4]"
823,"[4, 129]","[4, 6]"
824,"[129, 133]","[6, 4]"
825,"[129, 19]","[6, 4]"
826,"[129, 97]","[6, 2]"
827,"[69, 129, 73, 129, 126]","[2, 6, 2, 6, 2]"
828,"[129, 28]","[6, 4]"
829,"[135, 129]","[6, 6]"
830,"[19, 129]","[4, 6]"
831,"[129, 48, 129, 89, 129, 123, 129, 76, 129, 97]","[6, 6, 6, 2, 6, 2, 6, 2, 6, 2]"
832,"[129, 133]","[6, 4]"
833,"[129, 37, 133]","[6, 4, 4]"
834,"[129, 133, 129, 104]","[6, 4, 6, 4]"
835,"[135, 129, 23, 129, 114]","[6, 6, 4, 6, 4]"
836,"[66, 129, 118, 133, 129, 19, 129, 23, 114, 129, 138, 46, 126, 129, 129, 114]","[4, 6, 4, 4, 6, 4, 6, 4, 4, 6, 2, 2, 2, 6, 6, 4]"
837,"[127, 129]","[4, 6]"
838,"[17, 128, 129]","[4, 4, 6]"
839,"[73, 129, 59, 104]","[4, 6, 4, 4]"
840,"[129, 86]","[6, 2]"
841,"[129, 108]","[6, 4]"
842,"[23, 129]","[4, 6]"
843,"[135, 129, 129, 45]","[6, 6, 6, 2]"
844,"[129, 48, 68, 129, 16, 129]","[6, 6, 4, 6, 2, 6]"
845,"[129, 114]","[6, 4]"
846,"[131, 129]","[2, 6]"
847,"[23, 129]","[4, 6]"
848,"[114, 129, 129, 28]","[4, 6, 6, 4]"
849,"[37, 129, 37, 114, 129]","[4, 6, 4, 4, 6]"
850,"[129, 133]","[6, 4]"
851,"[129, 86]","[6, 2]"
852,"[126, 129, 86, 93, 128, 129]","[2, 6, 2, 2, 4, 6]"
853,"[66, 129, 129, 127]","[4, 6, 6, 4]"
854,"[114, 129, 133]","[4, 6, 4]"
855,"[129, 28]","[6, 4]"
856,"[127, 129]","[4, 6]"
857,"[129, 133]","[6, 4]"
858,"[19, 129]","[4, 6]"
859,"[129, 133]","[6, 4]"
860,"[129, 114, 127, 43, 129]","[6, 4, 4, 2, 6]"
861,"[23, 128, 129]","[4, 4, 6]"
862,"[28, 129]","[4, 6]"
863,"[129, 128]","[6, 4]"
864,"[129, 128]","[6, 4]"
865,"[129, 114]","[6, 4]"
866,"[129, 111, 129, 109, 86, 129, 129, 133]","[6, 2, 6, 2, 2, 6, 6, 4]"
867,"[129, 128]","[6, 4]"
868,"[128, 23, 129, 129, 128, 128]","[4, 4, 6, 6, 4, 4]"
869,"[129, 19, 100, 129, 100, 129]","[6, 4, 4, 6, 4, 6]"
870,"[28, 129]","[4, 6]"
871,"[39, 129, 55, 129, 78, 129, 133, 54, 129, 133, 54, 129, 56, 54, 54, 129, 124]","[4, 6, 2, 6, 2, 6, 4, 6, 6, 4, 6, 6, 4, 6, 6, 6, 4]"
872,"[73, 129, 45, 128]","[4, 6, 4, 4]"
873,"[129, 128]","[6, 4]"
874,"[48, 129, 66, 129, 19]","[6, 6, 4, 6, 4]"
875,"[55, 129]","[2, 6]"
876,"[129, 133]","[6, 4]"
877,"[129, 127, 101, 114, 129]","[6, 4, 4, 4, 6]"
878,"[129, 114]","[6, 4]"
879,"[129, 48, 97]","[6, 6, 2]"
880,"[129, 127, 114]","[6, 4, 4]"
881,"[133, 114, 23, 129, 66]","[4, 4, 4, 6, 4]"
882,"[19, 129, 33, 129, 129, 30, 129, 117, 129, 34]","[4, 6, 2, 6, 6, 2, 6, 1, 6, 1]"
883,"[129, 133, 28]","[6, 4, 4]"
884,"[129, 43]","[6, 2]"
885,"[19, 129]","[4, 6]"
886,"[133, 129, 127, 129, 114]","[4, 6, 4, 6, 4]"
887,"[135, 129, 59]","[6, 6, 4]"
888,"[39, 133, 129, 129, 133, 129, 43, 133, 129, 133, 129]","[4, 4, 6, 6, 4, 6, 2, 4, 6, 4, 6]"
889,"[104, 129]","[4, 6]"
890,"[4, 129]","[4, 6]"
891,"[129, 114]","[6, 4]"
892,"[19, 129]","[4, 6]"
893,"[129, 66]","[6, 4]"
894,"[129, 81, 80, 129]","[6, 4, 4, 6]"
895,"[88, 59, 129]","[4, 4, 6]"
896,"[37, 129]","[4, 6]"
897,"[129, 133, 104, 129]","[6, 4, 4, 6]"
898,"[129, 19]","[6, 4]"
899,"[30, 129]","[2, 6]"
900,"[129, 128, 135, 129]","[6, 4, 6, 6]"
901,"[129, 114]","[6, 4]"
902,"[129, 100, 127, 129, 16]","[6, 4, 4, 6, 2]"
903,"[129, 3, 128, 129, 126, 86]","[6, 4, 4, 6, 2, 2]"
904,"[129, 73]","[6, 4]"
905,"[19, 129, 135, 114, 39]","[4, 6, 6, 4, 4]"
906,"[133, 129, 4, 129]","[4, 6, 4, 6]"
907,"[129, 104]","[6, 4]"
908,"[129, 133]","[6, 4]"
909,"[129, 128]","[6, 4]"
910,"[129, 80]","[6, 4]"
911,"[73, 129]","[4, 6]"
912,"[19, 129]","[4, 6]"
913,"[73, 129]","[6, 6]"
914,"[133, 129, 114, 129, 133]","[4, 6, 4, 6, 4]"
915,"[129, 104]","[6, 4]"
916,"[114, 129, 129, 114, 114, 114, 129, 129, 114, 114]","[4, 6, 6, 4, 4, 4, 6, 6, 4, 4]"
917,"[135, 129, 129, 101]","[6, 6, 6, 4]"
918,"[129, 128]","[6, 4]"
919,"[129, 114]","[6, 4]"
920,"[129, 76]","[6, 2]"
921,"[73, 129]","[6, 6]"
922,"[129, 28]","[6, 4]"
923,"[129, 133]","[6, 4]"
924,"[126, 129]","[2, 6]"
925,"[66, 129]","[4, 6]"
926,"[133, 129]","[4, 6]"
927,"[127, 129, 37, 127, 129]","[4, 6, 4, 4, 6]"
928,"[129, 104]","[6, 4]"
929,"[133, 39, 129, 139, 129, 48]","[4, 4, 6, 4, 6, 2]"
930,"[85, 101, 129]","[4, 4, 6]"
931,"[127, 129]","[4, 6]"
932,"[81, 129]","[4, 6]"
933,"[129, 104]","[6, 4]"
934,"[133, 129]","[4, 6]"
935,"[80, 129]","[4, 6]"
936,"[104, 129]","[4, 6]"
937,"[129, 59]","[6, 4]"
938,"[129, 28, 108, 133, 43, 129, 114, 129, 67]","[6, 4, 4, 4, 2, 6, 4, 6, 2]"
939,"[66, 129, 128, 133, 114, 101, 28, 23, 128, 39, 127, 37, 129, 118]","[4, 6, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 6, 4]"
940,"[19, 129, 128]","[4, 6, 4]"
941,"[129, 19]","[6, 4]"
942,"[129, 127]","[6, 4]"
943,"[128, 129, 129]","[4, 6, 6]"
944,"[129, 104, 129, 133, 129, 43]","[6, 4, 6, 4, 6, 2]"
945,"[129, 40, 129, 69, 129, 69]","[6, 4, 6, 2, 6, 2]"
946,"[129, 135]","[6, 6]"
947,"[128, 129]","[4, 6]"
948,"[43, 129]","[2, 6]"
949,"[129, 48]","[6, 6]"
950,"[128, 129]","[4, 6]"
951,"[129, 19]","[6, 4]"
952,"[129, 127, 129, 66, 100]","[6, 4, 6, 4, 4]"
953,"[66, 129]","[4, 6]"
954,"[129, 19]","[6, 4]"
955,"[129, 66, 139, 129]","[6, 4, 4, 6]"
956,"[129, 133, 66, 129, 40, 114, 129, 37]","[6, 4, 4, 6, 4, 4, 6, 4]"
957,"[128, 129]","[4, 6]"
958,"[129, 133]","[6, 4]"
959,"[129, 114]","[6, 4]"
960,"[129, 135]","[6, 6]"
961,"[129, 53, 128, 59]","[6, 2, 4, 4]"
962,"[129, 128]","[6, 4]"
963,"[129, 135, 133, 129]","[6, 6, 4, 6]"
964,"[129, 88, 4]","[6, 4, 4]"
965,"[127, 129, 114, 129, 4, 4, 129]","[4, 6, 4, 6, 4, 4, 6]"
966,"[129, 80]","[6, 4]"
967,"[97, 129, 129, 126]","[2, 6, 6, 2]"
968,"[129, 128, 129, 138]","[6, 4, 6, 2]"
969,"[129, 128]","[6, 4]"
970,"[133, 129, 19, 129, 129, 135]","[4, 6, 4, 6, 6, 6]"
971,"[129, 66, 19, 43, 126, 129, 129, 114]","[6, 4, 4, 2, 2, 6, 6, 4]"
972,"[127, 129]","[4, 6]"
973,"[129, 128]","[6, 4]"
974,"[129, 139, 129, 133, 114]","[6, 4, 6, 4, 4]"
975,"[129, 128]","[6, 4]"
976,"[126, 129]","[2, 6]"
977,"[129, 19]","[6, 4]"
978,"[129, 128]","[6, 4]"
979,"[28, 128, 31, 129]","[4, 4, 2, 6]"
980,"[129, 19]","[6, 4]"
981,"[129, 28, 129, 133]","[6, 4, 6, 4]"
982,"[129, 133, 126, 129, 129, 57]","[6, 4, 2, 6, 6, 2]"
983,"[128, 127, 129]","[4, 4, 6]"
984,"[43, 129, 16, 129]","[2, 6, 2, 6]"
985,"[86, 55, 19, 129]","[2, 2, 4, 6]"
986,"[135, 127, 129, 129, 127]","[6, 4, 6, 6, 4]"
987,"[129, 133]","[6, 4]"
988,"[129, 16, 131]","[6, 2, 2]"
989,"[67, 129]","[2, 6]"
990,"[131, 129]","[2, 6]"
991,"[129, 126, 6]","[6, 2, 2]"
992,"[126, 129]","[2, 6]"
993,"[129, 76]","[6, 2]"
994,"[73, 129, 131, 129, 119, 129]","[4, 6, 2, 6, 2, 6]"
995,"[129, 101, 17, 128, 88, 129]","[6, 4, 4, 4, 4, 6]"
996,"[135, 129, 72]","[6, 6, 2]"
997,"[66, 127, 129, 128, 129, 104, 76, 118, 129, 138, 129]","[4, 4, 6, 4, 6, 4, 2, 4, 6, 2, 6]"
998,"[19, 129]","[4, 6]"
999,"[129, 127, 80]","[6, 4, 4]"
1000,"[129, 89]","[6, 2]"
1001,"[114, 128, 129, 126, 97, 129]","[4, 4, 6, 2, 2, 6]"
1002,"[139, 66, 45, 129, 59]","[4, 4, 4, 6, 4]"
1003,"[129, 28, 114, 133]","[6, 4, 4, 4]"
1004,"[129, 23, 128, 129, 101, 114, 66, 39, 133]","[6, 4, 4, 6, 4, 4, 4, 4, 4]"
1005,"[129, 59, 86]","[6, 4, 2]"
1006,"[129, 128]","[6, 4]"
1007,"[97, 129]","[2, 6]"
1008,"[133, 66, 129]","[4, 4, 6]"
1009,"[133, 135, 104, 129, 39]","[4, 6, 4, 6, 4]"
1010,"[129, 133]","[6, 4]"
1011,"[129, 19]","[6, 4]"
1012,"[17, 39, 108, 129, 135]","[4, 4, 4, 6, 6]"
1013,"[129, 133, 39, 128]","[6, 4, 4, 4]"
1014,"[19, 129]","[4, 6]"
1015,"[66, 129]","[4, 6]"
1016,"[133, 129]","[4, 6]"
1017,"[129, 19]","[6, 4]"
1018,"[129, 48]","[6, 6]"
